Temperature,Humidity,Wind Speed,Wind Bearing,Visibility,Pressure,Disease,Disease in number
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
25.6,62,6.3,215,9.6,1015.2,Early Blight,1
27.3,58,8.2,303,8.4,1014.5,Late Blight,0
21.5,74,4.5,128,11.9,1015.1,Early Blight,1
23.8,66,2.7,228,9.8,1014.2,Late Blight,0
19.2,78,3.8,85,12.5,1015.5,Early Blight,1
25.1,63,7.5,278,8.7,1014.8,Late Blight,0
22.9,70,5.1,161,10.7,1015.3,Early Blight,1
26.8,59,9.1,332,7.9,1014.7,Late Blight,0
20.1,77,3.1,105,11.3,1015.9,Early Blight,1
24.3,64,2.3,203,9.5,1014.1,Late Blight,0
22.7,71,4.9,142,10.9,1015,Early Blight,1
24.9,64,6.8,253,8.8,1016.3,Late Blight,0
20.8,76,3.4,112,11.4,1014.9,Early Blight,1
26.3,61,8.7,294,9.1,1014.6,Late Blight,0
21.9,73,4.7,157,10.5,1015.4,Early Blight,1
23.3,68,2.9,191,9.9,1014.3,Late Blight,0
20,78,3.6,93,12.7,1015.6,Early Blight,1
25.4,63,7,270,8.5,1014.9,Late Blight,0
22.5,72,5.3,148,10.6,1015.2,Early Blight,1
27,59,9.3,315,7.8,1014.8,Late Blight,0
22.9,70,5.2,153,10.8,1015.1,Early Blight,1
25,63,6.9,262,8.6,1016.1,Late Blight,0
20.7,76,3.5,102,11.5,1015,Early Blight,1
26.5,61,8.9,286,9,1014.7,Late Blight,0
21.8,73,4.8,146,10.4,1015.3,Early Blight,1
23.1,68,2.8,198,9.7,1014.4,Late Blight,0
19.8,79,3.9,79,12.9,1015.7,Early Blight,1
25.3,64,7.1,264,8.4,1015,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
22.8,69,4.4,207,9.9,1015.2,Early Blight,1
25.4,63,7.1,294,8.6,1015.9,Late Blight,0
18.9,77,2.5,73,12.8,1014.6,Early Blight,1
29.4,55,9.4,342,8.4,1014.3,Late Blight,0
22.3,70,4.1,159,10.6,1015.7,Early Blight,1
24.9,63,1.5,259,9.7,1014.2,Late Blight,0
20.3,74,3.6,111,11.3,1015.5,Early Blight,1
27.9,59,7.6,281,8.8,1015.6,Late Blight,0
21.7,73,5.2,184,10.1,1015.3,Early Blight,1
25.7,62,6.8,303,8.4,1015.1,Late Blight,0
19.8,76,2.7,89,12.5,1014.9,Early Blight,1
29,56,8.2,16,8.9,1015.4,Late Blight,0
22.7,70,3.9,152,10.8,1015.6,Early Blight,1
24.2,65,2.2,243,9.6,1014.5,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
25.3,63,4.8,277,10.6,1014.4,Late Blight,0
20.4,77,2.9,86,12.8,1016.2,Early Blight,1
26.7,61,7.1,193,8.6,1015.9,Late Blight,0
19.2,78,3.7,73,12.2,1015.2,Early Blight,1
27.9,58,9.1,10,8.8,1015.5,Late Blight,0
21.8,72,4.5,154,10.9,1015.7,Early Blight,1
24.9,63,2.5,213,9.1,1014.3,Late Blight,0
22.7,70,5.2,187,10.2,1015.2,Early Blight,1
26.2,60,8.3,288,9.5,1014.6,Late Blight,0
19.9,76,3.4,108,11.8,1015.1,Early Blight,1
28.5,56,7.9,353,8.2,1014.2,Late Blight,0
20.6,74,2.8,150,12.6,1016.1,Early Blight,1
23.8,67,3.1,218,9.3,1014.8,Late Blight,0
21.3,73,4.6,130,11.5,1015.5,Early Blight,1
26,61,6.4,280,9.3,1014.8,Late Blight,0
19.4,78,3.8,83,12.4,1015.4,Early Blight,1
27.4,59,9,27,9,1015.4,Late Blight,0
22.3,70,5.5,179,10.1,1015.9,Early Blight,1
25.1,64,2.3,224,9,1014.5,Late Blight,0
24.3,63,5.2,178,9.8,1016.1,Late Blight,0
20.1,77,4.6,94,11.4,1014.7,Early Blight,1
26.7,59,9.5,315,8.5,1014.9,Late Blight,0
23.1,68,6,216,10.2,1015.5,Early Blight,1
27.5,56,8.3,8,9.3,1015,Late Blight,0
19.5,79,3.5,125,11.9,1015.3,Early Blight,1
25.9,61,7.1,245,8.8,1015.9,Late Blight,0
21.8,72,5.8,177,10.7,1014.2,Early Blight,1
28.4,54,10,23,8.4,1015.4,Late Blight,0
22.5,70,4.2,102,12.2,1014.6,Early Blight,1
25.7,62,3.1,212,9.1,1014.1,Late Blight,0
23.6,66,6.4,307,10.1,1016.2,Early Blight,1
27.1,58,8.7,21,9.1,1015.1,Late Blight,0
19.9,76,2.9,136,12.1,1015.9,Early Blight,1
24.9,64,5.1,201,9.7,1014.8,Late Blight,0
22.4,71,4.9,180,10.4,1015.2,Early Blight,1
26.3,60,7.4,256,8.9,1014.4,Late Blight,0
20.8,74,4,112,11.5,1014.9,Early Blight,1
28.6,55,9.1,327,8.6,1015.7,Late Blight,0
22.9,69,5.5,193,10.5,1016,Early Blight,1
24.7,63,2.6,233,9.3,1015.3,Late Blight,0
20.5,75,3.9,143,11.2,1015.2,Early Blight,1
26.5,59,6.5,236,9.6,1016.1,Late Blight,0
23.9,65,7.6,301,10,1015.1,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
23.4,69,4.7,205,9.6,1015.9,Early Blight,1
26.5,63,7.1,298,8.7,1016.3,Late Blight,0
19.9,77,3.8,102,11.3,1015.1,Early Blight,1
27.9,59,8.9,46,9.1,1014.6,Late Blight,0
21.6,73,3.9,149,11.5,1015.6,Early Blight,1
24.2,66,2.8,263,9.7,1014.4,Late Blight,0
22.4,70,5.4,184,10.2,1015.2,Early Blight,1
26.9,61,6.4,312,8.4,1016.1,Late Blight,0
20.4,76,3.5,108,11.8,1015.3,Early Blight,1
28.5,58,9.5,7,9.3,1014.8,Late Blight,0
23,70,4.3,226,9.9,1015.5,Early Blight,1
25.8,64,2.5,248,9.1,1014.2,Late Blight,0
21.9,72,5.2,167,10.7,1015.1,Early Blight,1
27,61,6.8,300,8.6,1016.2,Late Blight,0
20.2,76,3.1,116,12.2,1015.2,Early Blight,1
29.3,56,8.8,20,8.9,1015.7,Late Blight,0
23.1,69,4.5,217,9.7,1015.7,Early Blight,1
26.2,62,6.1,281,8.8,1014.8,Late Blight,0
20,77,3.6,98,11.2,1015.5,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
23.4,69,4.7,205,9.6,1015.9,Early Blight,1
26.5,63,7.1,298,8.7,1016.3,Late Blight,0
19.9,77,3.8,102,11.3,1015.1,Early Blight,1
27.9,59,8.9,46,9.1,1014.6,Late Blight,0
21.6,73,3.9,149,11.5,1015.6,Early Blight,1
24.2,66,2.8,263,9.7,1014.4,Late Blight,0
22.4,70,5.4,184,10.2,1015.2,Early Blight,1
26.9,61,6.4,312,8.4,1016.1,Late Blight,0
20.4,76,3.5,108,11.8,1015.3,Early Blight,1
28.5,58,9.5,7,9.3,1014.8,Late Blight,0
23,70,4.3,226,9.9,1015.5,Early Blight,1
25.8,64,2.5,248,9.1,1014.2,Late Blight,0
21.9,72,5.2,167,10.7,1015.1,Early Blight,1
27,61,6.8,300,8.6,1016.2,Late Blight,0
20.2,76,3.1,116,12.2,1015.2,Early Blight,1
29.3,56,8.8,20,8.9,1015.7,Late Blight,0
23.1,69,4.5,217,9.7,1015.7,Early Blight,1
26.2,62,6.1,281,8.8,1014.8,Late Blight,0
20,77,3.6,98,11.2,1015.5,Early Blight,1
19.8,72,4.2,152,11.2,1016.2,Early Blight,1
23.1,65,6.5,278,9.9,1015.6,Late Blight,0
18.6,75,2.8,89,12.6,1014.9,Early Blight,1
25.4,62,7.8,323,8.8,1014.8,Late Blight,0
20.3,74,3.8,121,11.9,1016,Early Blight,1
22.8,66,2.3,215,9.7,1014.1,Late Blight,0
19.2,72,3.2,103,11.5,1015.2,Early Blight,1
24.1,63,5.1,241,9,1015.5,Late Blight,0
21.5,69,4.4,189,10.4,1014.7,Early Blight,1
23.6,65,6.2,298,9.5,1015.7,Late Blight,0
18.5,71,3.3,118,11.3,1014.6,Early Blight,1
22.6,65,6.8,279,9.8,1015.3,Late Blight,0
17.9,75,2.5,84,12.8,1016.1,Early Blight,1
25.2,61,8.1,318,8.7,1014.5,Late Blight,0
20.1,73,3.6,136,11.7,1015.9,Early Blight,1
22.3,67,2,204,9.3,1014.2,Late Blight,0
19.1,71,3,95,11.6,1014.9,Early Blight,1
23.8,62,5.2,232,8.9,1015.4,Late Blight,0
24.2,70,6.2,211,9.6,1015.3,Early Blight,1
22.5,75,3.5,120,11,1016,Early Blight,1
27.8,65,8.2,310,8.5,1014.7,Late Blight,0
19.1,80,2.8,78,13.1,1014.9,Early Blight,1
26.4,62,6.9,222,9.1,1014.2,Late Blight,0
21.3,73,4.8,179,10.7,1015.6,Early Blight,1
25.6,66,7.5,259,8.3,1014.5,Late Blight,0
22.9,74,4.2,103,12.4,1014.8,Early Blight,1
28.3,60,9.1,315,8.8,1015.1,Late Blight,0
20.7,77,3.1,132,11.9,1015.2,Early Blight,1
26.1,63,6.7,237,9.5,1015.9,Late Blight,0
23.8,69,5,194,10.2,1015.4,Early Blight,1
27.5,61,8.3,303,8.7,1014.3,Late Blight,0
20.3,78,3.6,110,12.1,1014.6,Early Blight,1
25.4,67,7,247,8.9,1014.4,Late Blight,0
21.8,72,5.2,167,10.5,1015.7,Early Blight,1
28.9,58,8.8,13,8.6,1015,Late Blight,0
19.9,79,2.9,87,13.2,1014.7,Early Blight,1
24.8,64,2.3,222,9.3,1014.1,Late Blight,0
22,71,4.6,188,10.9,1015.9,Early Blight,1
26.7,63,6.2,243,9.6,1015.5,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
23.7,67,2.1,214,9.2,1014,Late Blight,0
22,74,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
22.5,70,5.3,187,10.8,1015.9,Early Blight,1
25.3,63,7.8,278,9.7,1015.6,Late Blight,0
20.4,78,4.4,77,12.6,1014.4,Early Blight,1
28,58,9.1,23,8.8,1015.5,Late Blight,0
21.5,73,6.1,153,11.4,1015.7,Early Blight,1
26.8,61,7,273,9,1014.2,Late Blight,0
19.9,77,3.1,86,12.2,1015.2,Early Blight,1
28.5,59,8.2,302,9.3,1015,Late Blight,0
21.8,72,4.3,142,11.9,1015.3,Early Blight,1
25.6,64,2.8,211,9.6,1014.1,Late Blight,0
23,68,4.9,195,10.4,1015.4,Early Blight,1
26.4,62,8.1,278,9.1,1014.3,Late Blight,0
20.2,76,2.9,106,12.4,1015.1,Early Blight,1
29.3,55,9.3,350,8.6,1015.8,Late Blight,0
21,74,5.4,166,10.9,1015.6,Early Blight,1
24.8,65,6.6,247,9,1016.1,Late Blight,0
19.5,78,3.8,95,11.7,1014.6,Early Blight,1
28.3,58,9,11,8.6,1015.2,Late Blight,0
21.7,72,5.1,155,11.5,1015.6,Early Blight,1
24.2,71,6.3,179,10,1015.5,Early Blight,1
27.4,62,8.1,245,8.9,1016.2,Late Blight,0
21.1,76,3.5,120,11.1,1014.8,Early Blight,1
29.8,58,9.2,305,9.4,1014.9,Late Blight,0
22.6,73,5.1,100,12.3,1015.8,Early Blight,1
24.9,66,2.3,214,9.2,1014,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
23.7,68,5.3,198,9.5,1015.7,Early Blight,1
26,63,7.2,284,8.8,1015.9,Late Blight,0
20.3,78,3.1,98,11.4,1014.9,Early Blight,1
29.4,59,9.4,11,8.6,1015.2,Late Blight,0
21.8,72,4.5,132,11.1,1015.6,Early Blight,1
25.3,65,2.9,238,9.1,1014.2,Late Blight,0
22.5,69,5.7,185,10.2,1015.5,Early Blight,1
27.1,61,6.8,311,8.6,1016.1,Late Blight,0
19.9,77,4.3,89,11.8,1015.1,Early Blight,1
28.4,58,9,22,8.8,1014.8,Late Blight,0
20.7,74,3.4,117,11.9,1015.7,Early Blight,1
29.3,57,8.3,32,8.9,1015.4,Late Blight,0
22.8,70,4.8,165,10.4,1015.3,Early Blight,1
23.1,70,4.2,163,10.2,1015.2,Early Blight,1
25.3,62,6.7,276,8.5,1016.1,Late Blight,0
20.2,74,3.6,112,11.5,1014.9,Early Blight,1
27.4,59,9,328,8.8,1015,Late Blight,0
21.9,71,5.2,187,10.6,1015.3,Early Blight,1
24.8,64,2.3,225,9.7,1014.3,Late Blight,0
22.5,69,5.7,156,10.1,1015.1,Early Blight,1
26.9,61,7.4,292,8.4,1015.5,Late Blight,0
19.9,75,3.5,104,11.8,1014.7,Early Blight,1
28.2,58,8.9,338,8.7,1015.2,Late Blight,0
22.1,70,4.5,132,10.9,1015.7,Early Blight,1
25.6,63,6.1,258,8.6,1016,Late Blight,0
20.7,73,3,98,12.1,1015.1,Early Blight,1
27.9,57,9.6,350,8.3,1014.8,Late Blight,0
21.4,72,5.1,170,10.4,1015.4,Early Blight,1
24.4,65,2.6,233,9.3,1014.2,Late Blight,0
22.8,68,5.4,147,10,1015.6,Early Blight,1
26.2,60,8,283,9,1015.2,Late Blight,0
19.6,76,3.1,86,12.2,1015,Early Blight,1
28.5,56,8.6,5,8.9,1015.5,Late Blight,0
22.3,70,4,156,10.3,1015.1,Early Blight,1
25.1,63,6.4,267,8.7,1015.8,Late Blight,0
20.1,74,3.8,108,11.4,1014.6,Early Blight,1
27.1,59,9.2,313,8.6,1014.9,Late Blight,0
21.7,71,5.6,182,10.7,1015.3,Early Blight,1
24.9,64,2.1,220,9.8,1014.4,Late Blight,0
22.6,68,5.2,139,10.1,1015.7,Early Blight,1
26.4,60,7.9,277,8.3,1015.3,Late Blight,0
19.8,75,3.2,96,12,1014.9,Early Blight,1
25.2,67,6.8,207,9.6,1016.1,Late Blight,0
18.9,79,2.6,153,10.8,1015.2,Early Blight,1
21.6,74,5,90,12.2,1014.9,Early Blight,1
27.3,62,7.9,305,8.7,1016.5,Late Blight,0
24.1,66,4.2,198,10.5,1014.2,Late Blight,0
22,71,4.9,130,11.4,1015.4,Early Blight,1
26.8,59,9,284,8.9,1015.8,Late Blight,0
20.7,76,3.1,105,11.3,1014.3,Early Blight,1
23.9,68,2.2,206,9.4,1015.6,Late Blight,0
19.5,78,4.7,122,11.1,1014.6,Early Blight,1
23.2,69,6.1,218,9.8,1016.2,Late Blight,0
24.8,64,8.1,294,8.7,1015.9,Late Blight,0
20.3,76,3.8,112,11.4,1015,Early Blight,1
26.5,61,7.2,332,9.5,1014.8,Late Blight,0
22.8,72,4,188,10.8,1014.6,Early Blight,1
23.6,67,3.3,214,9.3,1015.3,Late Blight,0
21.4,73,4.7,94,12,1014.5,Early Blight,1
27.1,60,8.4,305,8.9,1016.4,Late Blight,0
19.8,76,2.6,122,11.1,1014.7,Early Blight,1
22.7,70,5.1,162,11.1,1015.2,Early Blight,1
25.6,65,6.9,215,9.6,1015.8,Late Blight,0
18.5,80,2.3,174,10.9,1014.9,Early Blight,1
21,75,4.1,105,11.9,1014.7,Early Blight,1
27.7,59,9.1,307,8.8,1016.1,Late Blight,0
23.9,67,3.8,203,9.6,1015.5,Late Blight,0
21.8,73,5,118,11.5,1015,Early Blight,1
26.2,61,8,283,8.8,1015.6,Late Blight,0
20,77,3.2,120,11,1015.1,Early Blight,1
23.5,68,2.8,212,9.7,1015.9,Late Blight,0
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
23.7,67,2.1,214,9.2,1014,Late Blight,0
20.1,73,6,178,10.6,1015.2,Early Blight,1
25.9,62,9,299,8.5,1014.6,Late Blight,0
22.6,71,4.8,134,11.9,1015.1,Early Blight,1
27.2,59,7.9,286,9,1014.7,Late Blight,0
19.7,77,3,87,12.4,1014.9,Early Blight,1
25.4,63,2.3,233,9.8,1014.3,Late Blight,0
20.9,74,5.4,161,10.9,1015.3,Early Blight,1
23.8,66,1.7,191,9.6,1014.1,Late Blight,0
21,75,3.6,112,12.1,1015.5,Early Blight,1
26.5,58,8.7,271,8.6,1014.8,Late Blight,0
20.4,73,4.1,145,11.4,1015.4,Early Blight,1
25.8,63,7.5,319,9.2,1014.9,Late Blight,0
22.1,72,6.3,199,10.3,1015.1,Early Blight,1
28.3,55,9.5,305,8.8,1014.6,Late Blight,0
19.6,77,2.9,103,12.6,1015.1,Early Blight,1
25.1,64,2.7,253,9.7,1014.2,Late Blight,0
20.8,74,4.4,129,11.7,1015.6,Early Blight,1
24.3,66,1.8,215,9.4,1014.4,Late Blight,0
21.3,75,3.9,105,12.2,1015.7,Early Blight,1
27.7,57,8.1,300,8.9,1014.7,Late Blight,0
19.4,77,2.5,97,12.9,1015,Early Blight,1
25.6,63,6,342,9.3,1015.1,Late Blight,0
22.5,71,5.2,172,10.8,1015.2,Early Blight,1
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
23.7,67,2.1,214,9.2,1014,Late Blight,0
20.9,74,3.6,141,10.5,1016.3,Early Blight,1
26.8,58,9.6,9,7.8,1015.2,Late Blight,0
23.1,74,5.3,182,10.2,1015.1,Early Blight,1
25.3,68,7.8,267,9.1,1015.7,Late Blight,0
20.7,77,4,102,11.8,1014.9,Early Blight,1
27.6,59,8.9,327,8.6,1014.4,Late Blight,0
21.9,73,4.7,162,10.8,1015.3,Early Blight,1
24.3,66,2.6,225,9.6,1013.8,Late Blight,0
22.5,71,5.8,188,10.5,1015.2,Early Blight,1
26.8,61,7.1,293,9,1015.5,Late Blight,0
19.9,76,3.5,111,11.3,1015,Early Blight,1
28.5,57,9.5,9,8.5,1015.4,Late Blight,0
23.8,67,2.8,208,9.4,1014.1,Early Blight,1
25.7,65,6.4,255,9.2,1014.9,Late Blight,0
21.3,74,4.3,142,11.6,1015.6,Early Blight,1
24.1,67,3.1,231,9.8,1013.9,Late Blight,0
22.8,70,5.5,172,10.4,1015.4,Early Blight,1
27.2,60,8,305,8.8,1014.7,Late Blight,0
20.4,77,3.7,93,12.1,1015.2,Early Blight,1
28.1,58,9,18,8.6,1015.1,Late Blight,0
23.6,68,3.9,198,9.9,1015.9,Early Blight,1
26.2,64,7.6,278,9.3,1015.3,Late Blight,0
20.9,75,3.6,128,11.4,1015.1,Early Blight,1
24.7,64,2.1,234,9.5,1014.2,Late Blight,0
22.3,72,5,179,10.1,1015.4,Early Blight,1
25,66,6.1,252,9.4,1014.8,Late Blight,0
21.4,74,4.5,152,11.5,1015.5,Early Blight,1
24,68,3.5,228,9.7,1014,Late Blight,0
22.1,71,5.2,168,10.7,1015.3,Early Blight,1
27,61,7.4,289,8.9,1015.4,Late Blight,0
20,76,3.1,105,11.9,1015.3,Early Blight,1
23.1,68,6.2,194,9.3,1015,Late Blight,0
21.5,70,4.8,112,10.1,1015.5,Early Blight,1
24.6,66,5.9,233,8.2,1016.1,Late Blight,0
19.9,76,3.7,117,11.4,1014.9,Early Blight,1
25.8,62,7.9,311,9.1,1014.8,Late Blight,0
20.8,73,4.2,98,12.2,1015.6,Early Blight,1
27.3,58,9.1,25,8.6,1015.2,Late Blight,0
22.4,69,5.1,202,9.8,1014.4,Early Blight,1
26.9,61,8.2,297,9.8,1015.7,Late Blight,0
20.1,75,3.5,130,11.3,1014.7,Early Blight,1
23.9,67,2.8,223,8.8,1015.9,Late Blight,0
21.2,71,4.9,115,10.3,1014.3,Early Blight,1
24.8,65,6.3,224,8.9,1016.2,Late Blight,0
19.8,77,3.1,112,11.8,1015.1,Early Blight,1
25.4,63,7.3,303,9.6,1015.5,Late Blight,0
21.5,69,5,201,9.9,1014.8,Early Blight,1
27.1,59,8.4,14,8.4,1014.9,Late Blight,0
22.7,68,5.4,192,9.5,1014.1,Early Blight,1
26.2,62,7.7,307,9.2,1015.6,Late Blight,0
20.6,74,4,106,12.1,1014.5,Early Blight,1
23.5,66,4.8,241,8.5,1016,Late Blight,0
21,71,5.3,118,10.2,1015,Early Blight,1
24.9,64,6.5,230,8.7,1016.1,Late Blight,0
19.6,77,3.6,129,11.5,1015.2,Early Blight,1
25.6,63,7.5,299,9.5,1015.8,Late Blight,0
22.1,69,5.7,188,9.6,1014.2,Early Blight,1
27,59,8.9,7,8.2,1014.8,Late Blight,0
23,67,4.2,209,9.4,1014.9,Early Blight,1
25.3,63,7.1,294,9.8,1015.4,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
23.8,68,4.8,187,9.9,1015.2,Early Blight,1
25.5,63,5.5,263,8.8,1015.9,Late Blight,0
19.9,77,3.1,105,12.1,1015.1,Early Blight,1
28.9,58,9.5,345,8.5,1014.6,Late Blight,0
21.8,72,5,152,10.5,1015.7,Early Blight,1
26.2,61,2.2,251,9.3,1014.3,Late Blight,0
22.3,73,3.5,210,11.5,1015.6,Early Blight,1
25.7,62,6.9,283,8.6,1015.8,Late Blight,0
20,76,4,96,12.3,1014.9,Early Blight,1
27.4,59,8.8,14,9.1,1014.8,Late Blight,0
21.9,71,4.7,182,10.4,1015.3,Early Blight,1
24.9,64,2.8,229,9.6,1014.2,Late Blight,0
19.7,75,3.4,113,11.8,1015.1,Early Blight,1
29.5,55,8.2,0,8.9,1015.2,Late Blight,0
22.5,70,5.3,163,10.2,1015.5,Early Blight,1
26.3,60,2.5,276,9.2,1014.5,Late Blight,0
22.7,73,3.8,194,11.3,1015.7,Early Blight,1
25.9,62,6.1,298,8.7,1015.6,Late Blight,0
20.1,76,4.2,101,12.2,1014.8,Early Blight,1
23.1,71,6.2,191,11,1015.3,Early Blight,1
27.8,58,9.6,318,7.5,1015.1,Late Blight,0
19.9,77,3.4,108,10.8,1014.9,Early Blight,1
24.8,64,4.5,235,10,1014.2,Late Blight,0
20.7,75,2.8,126,12.1,1015.4,Early Blight,1
22.9,69,4.1,179,10.3,1013.8,Late Blight,0
21.5,73,5.7,146,11.5,1014.9,Early Blight,1
25.6,62,7.3,279,8.7,1015.6,Late Blight,0
20.5,76,3.1,95,11.7,1015.1,Early Blight,1
28.1,57,8.9,332,8.3,1015.7,Late Blight,0
22.7,70,5.5,199,10.2,1015,Early Blight,1
26.9,59,9.4,311,7.8,1014.8,Late Blight,0
19.7,77,3.2,116,11.2,1014.7,Early Blight,1
25.3,63,6.8,246,9.2,1013.9,Late Blight,0
21.1,74,4.7,141,11.9,1015.2,Early Blight,1
23.9,66,2.5,224,9.7,1013.6,Late Blight,0
21.9,71,5.1,177,10.9,1014.7,Early Blight,1
27.1,60,8.2,295,8.9,1015.3,Late Blight,0
20.3,77,3,105,11.5,1014.4,Early Blight,1
28.4,56,8.6,345,8.1,1015.6,Late Blight,0
22.5,70,5.3,195,10.4,1014.9,Early Blight,1
26.4,61,8.6,288,8.4,1014.6,Late Blight,0
19.5,77,3.1,112,11.3,1014.6,Early Blight,1
25,63,6.1,225,9.5,1013.8,Late Blight,0
21,74,4.5,137,12,1015.1,Early Blight,1
23.5,68,2.3,215,9.4,1013.4,Late Blight,0
21.7,72,4.9,171,11,1014.6,Early Blight,1
26.6,60,8,302,9,1015.2,Late Blight,0
22.5,73,5.3,180,9.8,1015.1,Early Blight,1
25,65,7.6,250,8.5,1016.5,Late Blight,0
19.2,78,3.1,110,11.5,1014.5,Early Blight,1
26.5,62,8.9,310,9,1014.8,Late Blight,0
21.5,74,5,102,12.1,1015.7,Early Blight,1
23.8,68,2.4,218,9.4,1014.1,Late Blight,0
22.3,72,4.8,176,10.2,1015.3,Early Blight,1
24.9,66,7.3,248,8.8,1016.3,Late Blight,0
19.5,77,3.4,102,11.9,1014.6,Early Blight,1
26.2,61,8.1,305,9.2,1015,Late Blight,0
21.9,73,5.5,104,12.2,1015.9,Early Blight,1
23.5,69,2.1,222,9.3,1014.3,Late Blight,0
22.8,71,4.9,178,10.1,1015.2,Early Blight,1
24.7,65,7.8,253,8.6,1016.1,Late Blight,0
